timestamp,location_id,precip_1h,precip_24h,soil_moisture,temperature,elevation,slope,impervious_frac,land_use,flood_event,pred_prob
2025-09-27 14:00,Colombo_01,1.05,51.46,0.5,29.7,13.8,0.8,0.77,Urban,1,0.49068916431850207
2025-09-27 15:00,Colombo_01,1.64,60.51,0.56,25.5,12.0,4.1,0.71,Urban,1,0.4100911280263534
2025-09-27 16:00,Colombo_01,5.69,65.12,0.34,28.3,9.5,0.7,0.83,Urban,1,0.5769858384142987
2025-09-27 17:00,Colombo_01,0.85,78.71,0.53,26.7,10.4,1.2,0.67,Urban,0,0.4835986264420249
2025-09-27 18:00,Colombo_01,2.12,33.11,0.62,28.3,13.5,2.3,0.58,Urban,0,0.46078773468280954
2025-09-27 19:00,Colombo_01,6.52,59.01,0.51,28.2,9.8,2.6,0.61,Urban,0,0.5475822370908643
2025-09-27 20:00,Colombo_01,3.25,43.37,0.79,29.1,8.7,3.8,0.7,Urban,1,0.4527392731796176
2025-09-27 21:00,Colombo_01,12.57,66.61,0.57,27.5,9.9,2.2,0.71,Urban,0,0.6670592178489572
2025-09-27 22:00,Colombo_01,5.39,93.72,0.42,26.1,10.8,3.9,0.82,Urban,1,0.5034911130979316
2025-09-27 23:00,Colombo_01,0.99,54.65,0.66,28.5,6.9,3.1,0.82,Urban,0,0.4279172874191799
2025-09-28 00:00,Colombo_01,3.6,49.11,0.3,30.8,14.0,0.6,0.73,Urban,1,0.5429288328077104
2025-09-28 01:00,Colombo_01,0.65,52.93,0.43,29.6,11.7,0.8,0.81,Urban,0,0.48054830963048445
2025-09-28 02:00,Colombo_01,4.97,43.51,0.41,27.4,11.3,2.2,0.58,Urban,0,0.5147644363352119
2025-09-28 03:00,Colombo_01,2.26,30.0,0.46,31.5,6.0,2.0,0.52,Urban,1,0.47476743862658405
2025-09-28 04:00,Colombo_01,4.89,62.52,0.67,31.4,11.0,3.7,0.85,Urban,1,0.5036460245058122
2025-09-28 05:00,Colombo_01,9.51,58.39,0.49,26.5,6.2,2.9,0.53,Urban,0,0.5875217628692864
2025-09-28 06:00,Colombo_01,9.25,49.4,0.68,25.3,5.8,1.9,0.6,Urban,1,0.5997198407897
2025-09-28 07:00,Colombo_01,2.94,45.58,0.55,30.2,10.3,0.9,0.78,Urban,0,0.5207360201322881
2025-09-28 08:00,Colombo_01,5.88,70.87,0.41,30.8,9.0,1.1,0.66,Urban,1,0.5872722628850479
2025-09-28 09:00,Colombo_01,2.51,77.15,0.69,31.8,10.9,2.9,0.85,Urban,1,0.4906567183093463
2025-09-28 10:00,Colombo_01,3.87,60.77,0.34,31.2,5.9,2.1,0.62,Urban,1,0.5173783524855341
2025-09-28 11:00,Colombo_01,0.74,35.37,0.33,29.2,9.3,2.6,0.5,Urban,1,0.4256446958094424
2025-09-28 12:00,Colombo_01,1.67,56.55,0.5,28.7,6.7,0.9,0.62,Urban,0,0.49793881082129965
2025-09-28 13:00,Colombo_01,5.05,63.55,0.36,25.2,14.9,3.3,0.73,Urban,1,0.4915761722980128
2025-09-28 14:00,Colombo_01,0.55,55.13,0.21,26.7,10.6,4.3,0.65,Urban,1,0.379959406073192
2025-09-28 15:00,Colombo_01,3.59,56.58,0.59,28.2,11.9,1.3,0.71,Urban,1,0.5251922970518877
2025-09-28 16:00,Colombo_01,3.82,50.19,0.51,29.4,8.3,2.5,0.85,Urban,1,0.4936006675754865
2025-09-28 17:00,Colombo_01,5.16,55.41,0.47,28.9,5.9,4.9,0.86,Urban,1,0.4571669931040685
2025-09-28 18:00,Colombo_01,0.75,72.42,0.78,30.2,14.8,1.7,0.61,Urban,0,0.4866504869863746
2025-09-28 19:00,Colombo_01,0.6,61.59,0.54,27.0,7.9,3.0,0.68,Urban,0,0.42240459549165227
2025-09-28 20:00,Colombo_01,6.59,51.86,0.72,29.0,9.2,0.5,0.72,Urban,0,0.6015737698829831
2025-09-28 21:00,Colombo_01,3.82,55.16,0.28,25.6,11.5,3.0,0.88,Urban,1,0.4662631006100031
2025-09-28 22:00,Colombo_01,2.54,78.78,0.54,27.9,5.2,0.4,0.9,Urban,1,0.5340093508388399
2025-09-28 23:00,Colombo_01,0.71,45.79,0.72,30.3,13.1,4.8,0.59,Urban,0,0.39004677847030367
2025-09-29 00:00,Colombo_01,2.4,50.3,0.55,29.9,10.4,3.6,0.79,Urban,1,0.44404173212579034
2025-09-29 01:00,Colombo_01,1.24,56.55,0.63,31.9,7.8,3.9,0.65,Urban,0,0.4290257255608402
2025-09-29 02:00,Colombo_01,6.36,51.16,0.42,26.9,5.6,3.5,0.5,Urban,1,0.5094184651999957
2025-09-29 03:00,Colombo_01,0.96,77.87,0.26,28.5,6.6,2.9,0.5,Urban,0,0.4441211185150958
2025-09-29 04:00,Colombo_01,2.78,72.84,0.47,27.3,14.0,2.2,0.68,Urban,0,0.49346686358864156
2025-09-29 05:00,Colombo_01,5.92,56.26,0.44,28.1,11.9,4.3,0.7,Urban,1,0.4892958472947757
2025-09-29 06:00,Colombo_01,5.2,91.76,0.72,31.0,7.5,4.8,0.51,Urban,1,0.503746246244645
2025-09-29 07:00,Colombo_01,2.29,62.65,0.35,29.8,5.7,2.5,0.77,Urban,0,0.47112464023577877
2025-09-29 08:00,Colombo_01,5.25,81.51,0.78,31.2,11.9,4.7,0.62,Urban,1,0.5031070567169555
2025-09-29 09:00,Colombo_01,5.92,79.6,0.77,26.4,10.7,2.9,0.72,Urban,1,0.5394311384745021
2025-09-29 10:00,Colombo_01,3.69,64.69,0.35,31.1,9.0,2.7,0.62,Urban,1,0.5028038908721358
2025-09-29 11:00,Colombo_01,4.62,45.05,0.41,25.4,8.6,2.3,0.57,Urban,1,0.4977585072454749
2025-09-29 12:00,Colombo_01,2.81,59.77,0.74,31.2,7.2,1.0,0.66,Urban,0,0.5329692113873538
2025-09-29 13:00,Colombo_01,7.18,49.92,0.78,27.3,11.7,0.0,0.59,Urban,1,0.6212747479820461
2025-09-29 14:00,Colombo_01,3.13,66.32,0.47,27.2,14.7,1.2,0.71,Urban,1,0.5207018036198057
2025-09-29 15:00,Colombo_01,0.86,63.86,0.39,28.6,6.8,2.5,0.58,Urban,0,0.4450955152042099
2025-09-29 16:00,Colombo_01,4.8,61.95,0.52,31.6,11.0,1.9,0.7,Urban,0,0.5472707378920413
2025-09-29 17:00,Colombo_01,1.3,70.06,0.61,25.3,9.2,2.2,0.56,Urban,0,0.4585149189849443
2025-09-29 18:00,Colombo_01,7.84,63.23,0.36,27.5,9.5,4.9,0.77,Urban,0,0.5084003720541206
2025-09-29 19:00,Colombo_01,4.52,57.78,0.64,31.0,7.5,1.8,0.8,Urban,0,0.5385816362665276
2025-09-29 20:00,Colombo_01,0.42,44.24,0.23,27.8,13.3,2.3,0.54,Urban,0,0.427152039343517
2025-09-29 21:00,Colombo_01,6.11,51.01,0.23,26.4,9.9,0.7,0.69,Urban,0,0.5688024232523836
2025-09-29 22:00,Colombo_01,4.12,46.58,0.43,28.0,10.4,0.2,0.53,Urban,1,0.5544126987465517
2025-09-29 23:00,Colombo_01,5.54,71.06,0.41,27.7,8.0,3.9,0.74,Urban,0,0.49713209439039036
2025-09-30 00:00,Colombo_01,3.46,56.94,0.39,31.4,6.8,2.9,0.61,Urban,1,0.4892617543142645
2025-09-30 01:00,Colombo_01,7.59,62.01,0.49,30.3,5.9,3.8,0.71,Urban,1,0.5430945470427129
2025-09-30 02:00,Colombo_01,1.86,52.85,0.39,28.5,12.1,0.7,0.71,Urban,1,0.5026088622034761
2025-09-30 03:00,Colombo_01,6.32,75.01,0.32,31.9,7.0,2.9,0.87,Urban,0,0.5511301506787737
2025-09-30 04:00,Colombo_01,4.21,67.3,0.39,28.3,11.9,1.3,0.72,Urban,1,0.5399256318204092
2025-09-30 05:00,Colombo_01,0.6,60.32,0.78,25.4,8.9,1.1,0.73,Urban,0,0.4678594027132236
2025-09-30 06:00,Colombo_01,0.54,58.3,0.45,26.8,9.2,0.1,0.66,Urban,1,0.49060716046701874
2025-09-30 07:00,Colombo_01,2.62,48.78,0.47,28.1,9.7,0.7,0.88,Urban,0,0.5103527729952266
2025-09-30 08:00,Colombo_01,1.66,51.26,0.55,26.1,8.7,1.5,0.81,Urban,1,0.4682501114437282
2025-09-30 09:00,Colombo_01,0.42,40.94,0.79,31.6,6.0,0.6,0.61,Urban,0,0.48859045907453813
2025-09-30 10:00,Colombo_01,1.09,67.61,0.34,30.4,8.1,4.9,0.84,Urban,1,0.39460672727300344
2025-09-30 11:00,Colombo_01,2.92,69.0,0.61,26.9,11.6,1.5,0.67,Urban,0,0.5116036014948044
2025-09-30 12:00,Colombo_01,1.62,69.69,0.63,29.1,11.7,0.7,0.83,Urban,0,0.5141899281533967
2025-09-30 13:00,Colombo_01,13.56,47.25,0.56,30.1,7.9,1.0,0.83,Urban,1,0.7042135288819862
2025-09-30 14:00,Colombo_01,1.9,80.22,0.25,31.6,9.6,2.9,0.58,Urban,0,0.4750401314589904
2025-09-30 15:00,Colombo_01,7.35,54.68,0.61,31.2,6.9,0.3,0.78,Urban,1,0.6254111209612784
2025-09-30 16:00,Colombo_01,9.52,65.78,0.24,28.6,7.1,4.3,0.62,Urban,1,0.559481857193984
2025-09-30 17:00,Colombo_01,2.17,44.04,0.56,30.4,5.2,4.8,0.62,Urban,1,0.4079811301620934
2025-09-30 18:00,Colombo_01,2.01,75.89,0.64,28.9,14.0,1.2,0.62,Urban,1,0.5169219918392989
2025-09-30 19:00,Colombo_01,2.21,68.38,0.33,28.9,7.1,2.3,0.79,Urban,1,0.4750417630654854
2025-09-30 20:00,Colombo_01,2.92,55.2,0.7,25.8,7.3,0.1,0.59,Urban,1,0.5347383545479651
2025-09-30 21:00,Colombo_01,2.46,52.98,0.22,25.9,7.8,3.2,0.5,Urban,1,0.43843855450445063
2025-09-30 22:00,Colombo_01,1.13,68.0,0.71,28.7,6.3,2.1,0.79,Urban,0,0.46620244094330104
2025-09-30 23:00,Colombo_01,4.3,75.84,0.48,26.9,11.4,1.4,0.57,Urban,1,0.543308533561962
2025-10-01 00:00,Colombo_01,2.45,48.85,0.33,25.1,5.8,1.0,0.54,Urban,0,0.4886546494601579
2025-10-01 01:00,Colombo_01,13.88,57.71,0.28,30.1,6.3,3.3,0.6,Urban,0,0.6622637327463057
2025-10-01 02:00,Colombo_01,6.39,52.55,0.77,25.2,11.4,2.1,0.65,Urban,0,0.5477659808331566
2025-10-01 03:00,Colombo_01,2.48,76.68,0.24,29.2,8.4,0.9,0.69,Urban,0,0.522695915975509
2025-10-01 04:00,Colombo_01,5.08,51.4,0.32,28.8,12.1,3.4,0.52,Urban,0,0.49636961856144046
2025-10-01 05:00,Colombo_01,4.94,44.42,0.41,31.8,10.6,2.8,0.89,Urban,1,0.510931459100135
2025-10-01 06:00,Colombo_01,6.99,68.69,0.57,28.4,7.6,4.3,0.79,Urban,0,0.517621115656901
2025-10-01 07:00,Colombo_01,0.55,78.6,0.53,25.4,11.5,0.6,0.63,Urban,0,0.4894166259977902
2025-10-01 08:00,Colombo_01,1.03,67.78,0.28,28.9,6.2,3.9,0.63,Urban,0,0.41368631709409265
2025-10-01 09:00,Colombo_01,1.6,74.43,0.37,30.9,10.4,3.4,0.68,Urban,0,0.45165668977848356
2025-10-01 10:00,Colombo_01,3.31,90.16,0.34,32.0,9.4,0.6,0.75,Urban,1,0.566655331273681
2025-10-01 11:00,Colombo_01,1.55,83.52,0.33,28.0,7.7,3.5,0.56,Urban,1,0.442854435288878
2025-10-01 12:00,Colombo_01,8.05,85.56,0.45,27.2,11.0,2.2,0.58,Urban,0,0.5988395454064961
2025-10-01 13:00,Colombo_01,1.18,85.8,0.62,31.3,13.7,4.7,0.84,Urban,1,0.42445166036509463
2025-10-01 14:00,Colombo_01,3.99,52.69,0.33,26.3,15.0,0.7,0.6,Urban,0,0.5362411098178421
2025-10-01 15:00,Colombo_01,4.19,68.87,0.42,29.3,11.1,3.2,0.65,Urban,1,0.49748172102152044
2025-10-01 16:00,Colombo_01,4.49,61.14,0.43,27.8,9.0,1.9,0.85,Urban,1,0.5212641670974106
2025-10-01 17:00,Colombo_01,5.54,41.52,0.79,25.3,7.3,4.8,0.77,Urban,0,0.45287929733810994
2025-10-01 18:00,Colombo_01,6.67,60.9,0.77,27.4,7.6,1.6,0.64,Urban,0,0.5772189757769329
2025-10-01 19:00,Colombo_01,9.06,75.17,0.68,26.9,9.8,4.8,0.77,Urban,0,0.5460396852535454
2025-10-01 20:00,Colombo_01,2.47,66.61,0.34,29.8,8.7,4.5,0.51,Urban,1,0.43223019213317043
2025-10-01 21:00,Colombo_01,1.61,58.12,0.24,31.6,14.1,1.4,0.79,Urban,1,0.49205940948477267
2025-10-01 22:00,Colombo_01,4.53,50.73,0.39,26.9,8.7,4.0,0.69,Urban,1,0.46008341338443015
2025-10-01 23:00,Colombo_01,4.48,66.74,0.36,30.7,8.7,5.0,0.83,Urban,1,0.45582632559726854
2025-10-02 00:00,Colombo_01,5.92,56.89,0.5,25.4,8.8,1.3,0.88,Urban,1,0.5521858583372393
2025-10-02 01:00,Colombo_01,0.78,75.08,0.67,28.8,13.4,2.2,0.87,Urban,0,0.4638086691792699
2025-10-02 02:00,Colombo_01,5.68,74.53,0.71,25.5,11.5,2.6,0.86,Urban,0,0.5327865865514158
2025-10-02 03:00,Colombo_01,0.92,64.54,0.71,31.5,11.1,1.5,0.7,Urban,0,0.48984721981350804
2025-10-02 04:00,Colombo_01,4.07,46.42,0.42,30.4,8.3,0.1,0.64,Urban,0,0.5618357096053503
2025-10-02 05:00,Colombo_01,2.4,53.87,0.61,29.6,13.2,1.1,0.69,Urban,0,0.5128796632537709
2025-10-02 06:00,Colombo_01,7.53,86.68,0.39,30.8,5.4,1.4,0.78,Urban,1,0.6155577728578336
2025-10-02 07:00,Colombo_01,0.82,66.24,0.24,29.5,13.7,2.2,0.85,Urban,0,0.4531563883838234
2025-10-02 08:00,Colombo_01,3.81,78.54,0.62,31.8,10.1,0.9,0.58,Urban,0,0.5688791731493895
2025-10-02 09:00,Colombo_01,4.5,46.9,0.21,30.0,9.0,4.4,0.87,Urban,1,0.4522683243539805
2025-10-02 10:00,Colombo_01,2.48,109.83,0.45,31.5,10.0,3.5,0.83,Urban,1,0.49000974962561206
2025-10-02 11:00,Colombo_01,3.8,39.61,0.4,28.6,11.7,0.4,0.89,Urban,1,0.5354928843600223
2025-10-02 12:00,Colombo_01,2.24,66.46,0.62,25.8,5.1,3.3,0.85,Urban,1,0.4413208965759806
2025-10-02 13:00,Colombo_01,3.67,38.76,0.66,28.7,13.7,3.3,0.61,Urban,1,0.4701592593526116
2025-10-02 14:00,Colombo_01,4.37,75.08,0.38,25.9,9.5,4.8,0.54,Urban,0,0.451578322310189
2025-10-02 15:00,Colombo_01,2.15,48.9,0.69,29.1,8.4,0.0,0.54,Urban,1,0.5324082266169659
2025-10-02 16:00,Colombo_01,3.01,57.04,0.38,28.4,6.4,1.2,0.62,Urban,0,0.512079156552023
2025-10-02 17:00,Colombo_01,0.36,63.53,0.47,29.4,9.4,4.6,0.75,Urban,1,0.38720339977711815
2025-10-02 18:00,Colombo_01,2.39,70.28,0.64,25.1,10.0,4.7,0.82,Urban,0,0.4125574980718308
2025-10-02 19:00,Colombo_01,1.06,56.81,0.62,26.4,9.0,3.6,0.86,Urban,0,0.410103252238114
2025-10-02 20:00,Colombo_01,2.9,61.86,0.79,28.4,11.8,3.8,0.75,Urban,1,0.45643158397655353
2025-10-02 21:00,Colombo_01,7.15,62.92,0.34,31.7,9.2,0.5,0.5,Urban,1,0.624122122035396
2025-10-02 22:00,Colombo_01,7.99,60.0,0.6,27.7,14.6,2.6,0.57,Urban,1,0.5785428228566422
2025-10-02 23:00,Colombo_01,2.79,56.61,0.57,28.0,11.0,1.2,0.54,Urban,0,0.5137893887162426
2025-10-03 00:00,Colombo_01,1.16,52.78,0.75,30.0,13.1,0.9,0.65,Urban,1,0.49890433883261875
2025-10-03 01:00,Colombo_01,1.06,63.68,0.29,29.2,6.1,4.1,0.7,Urban,0,0.4068795478642512
2025-10-03 02:00,Colombo_01,6.23,63.2,0.65,27.1,9.0,0.7,0.52,Urban,1,0.5919544553094352
2025-10-03 03:00,Colombo_01,2.83,50.57,0.54,27.9,8.4,2.3,0.64,Urban,1,0.47865099894805546
2025-10-03 04:00,Colombo_01,3.53,56.67,0.36,26.5,10.7,4.7,0.57,Urban,0,0.42863062629592513
2025-10-03 05:00,Colombo_01,2.78,38.85,0.48,31.8,13.6,0.9,0.76,Urban,1,0.5200551469323903
2025-10-03 06:00,Colombo_01,4.82,55.98,0.4,25.9,5.8,4.9,0.69,Urban,1,0.4411400410744619
2025-10-03 07:00,Colombo_01,3.26,39.13,0.55,27.6,5.7,5.0,0.7,Urban,0,0.40831633080977897
2025-10-03 08:00,Colombo_01,5.51,53.05,0.73,25.2,13.5,2.8,0.67,Urban,1,0.5138707709171652
2025-10-03 09:00,Colombo_01,5.57,46.5,0.54,26.6,7.1,0.9,0.88,Urban,0,0.5534207882700478
2025-10-03 10:00,Colombo_01,1.44,49.44,0.58,30.5,11.7,1.6,0.59,Urban,1,0.4828199737871154
